단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수,라운드
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,04,일,제주 Utd,전북 현대,제주월드컵경기장,구름많음,24.8℃,6817,33
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,04,일,FC 서울,전남 드래곤즈,서울월드컵경기장,구름많음,22.4℃,20192,33
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,04,일,광주 FC,수원 삼성,광주축구전용구장,구름많음,25.9℃,2905,33
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,04,일,성남 FC,인천 Utd,탄천종합운동장,구름조금,24.4℃,11608,33
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,04,일,대전 시티즌,울산 현대,대전월드컵경기장,구름조금,23.8℃,1955,33
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,17,토,전북 현대,포항 스틸러스,전주월드컵경기장,맑음,24.7℃,18324,34
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,17,토,인천 Utd,울산 현대,인천축구전용경기장,맑음,23.5℃,1883,34
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,17,토,부산 아이파크,광주 FC,부산 아시아드,맑음,24℃,1187,34
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,18,일,성남 FC,FC 서울,탄천종합운동장,맑음,25.1℃,7529,34
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,18,일,대전 시티즌,전남 드래곤즈,대전월드컵경기장,맑음,24.5℃,1097,34
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,18,일,수원 삼성,제주 Utd,수원월드컵경기장,맑음,25.1℃,11656,34
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,24,토,포항 스틸러스,제주 Utd,포항스틸야드,구름조금,22.2℃,5214,35
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,24,토,대전 시티즌,부산 아이파크,대전월드컵경기장,구름조금,21.5℃,1007,35
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,24,토,성남 FC,수원 삼성,탄천종합운동장,비,22.8℃,6865,35
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,25,일,전남 드래곤즈,울산 현대,광양전용구장,맑음,22.8℃,1306,35
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,25,일,광주 FC,인천 Utd,광주축구전용구장,맑음,22.5℃,1062,35
KLEAGUE,K LEAGUE 1,2015 시즌,2015,10,25,일,FC 서울,전북 현대,서울월드컵경기장,맑음,22.8℃,24262,35
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,07,토,전남 드래곤즈,광주 FC,광양전용구장,비,18.1℃,628,36
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,07,토,FC 서울,수원 삼성,서울월드컵경기장,비,11.7℃,23308,36
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,07,토,울산 현대,대전 시티즌,울산문수축구경기장,비,16.3℃,7147,36
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,08,일,제주 Utd,전북 현대,제주월드컵경기장,비,21.3℃,5124,36
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,08,일,인천 Utd,부산 아이파크,인천축구전용경기장,비,12.2℃,2393,36
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,08,일,포항 스틸러스,성남 FC,포항스틸야드,비,12.9℃,6151,36
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,21,토,대전 시티즌,인천 Utd,대전월드컵경기장,구름많음,13℃,1427,37
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,21,토,제주 Utd,FC 서울,제주월드컵경기장,흐림,17.8℃,4479,37
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,21,토,전북 현대,성남 FC,전주월드컵경기장,구름많음,13.6℃,28460,37
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,22,일,부산 아이파크,전남 드래곤즈,부산구덕운동장,구름조금,19.9℃,6079,37
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,22,일,광주 FC,울산 현대,광주축구전용구장,구름조금,18.5℃,3036,37
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,22,일,수원 삼성,포항 스틸러스,수원월드컵경기장,비,16.5℃,14745,37
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,28,토,광주 FC,대전 시티즌,광주축구전용구장,구름많음,9.7℃,2508,38
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,28,토,인천 Utd,전남 드래곤즈,인천축구전용경기장,비,4.5℃,2304,38
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,28,토,울산 현대,부산 아이파크,울산문수축구경기장,구름조금,11.1℃,3275,38
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,29,일,수원 삼성,전북 현대,수원월드컵경기장,비,5.3℃,13738,38
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,29,일,포항 스틸러스,FC 서울,포항스틸야드,흐림,9.8℃,12381,38
KLEAGUE,K LEAGUE 1,2015 시즌,2015,11,29,일,성남 FC,제주 Utd,탄천종합운동장,비,5.3℃,3224,38
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,12,토,포항 스틸러스,광주 FC,포항스틸야드,맑음,8.7℃,12141,1
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,12,토,성남 FC,수원 삼성,탄천종합운동장,구름많음,8.7℃,14504,1
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,12,토,전북 현대,FC 서울,전주월드컵경기장,구름조금,9.6℃,32695,1
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,13,일,제주 Utd,인천 Utd,제주월드컵경기장,비,11℃,6261,1
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,13,일,상주 상무,울산 현대,상주시민운동장,흐림,7.8℃,4783,1
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,13,일,전남 드래곤즈,수원 FC,광양전용구장,비,8℃,12808,1
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,19,토,광주 FC,제주 Utd,광주축구전용구장,맑음,18.5℃,10638,2
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,19,토,수원 FC,성남 FC,수원종합운동장,맑음,17.1℃,12825,2
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,20,일,울산 현대,전북 현대,울산문수축구경기장,흐림,11.7℃,18219,2
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,20,일,FC 서울,상주 상무,서울월드컵경기장,맑음,17.5℃,25950,2
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,20,일,수원 삼성,전남 드래곤즈,수원월드컵경기장,맑음,16.9℃,13794,2
KLEAGUE,K LEAGUE 1,2016 시즌,2016,03,20,일,인천 Utd,포항 스틸러스,인천축구전용경기장,맑음,13.2℃,10722,2
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,02,토,성남 FC,포항 스틸러스,탄천종합운동장,구름조금,23.3℃,7312,3
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,02,토,수원 삼성,상주 상무,수원월드컵경기장,구름조금,23.3℃,8937,3
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,02,토,FC 서울,인천 Utd,서울월드컵경기장,맑음,21.7℃,19318,3
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,02,토,전북 현대,제주 Utd,전주월드컵경기장,구름조금,24℃,16363,3
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,03,일,수원 FC,광주 FC,수원종합운동장,비,14℃,2138,3
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,03,일,울산 현대,전남 드래곤즈,울산문수축구경기장,비,16.6℃,4113,3
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,09,토,광주 FC,울산 현대,광주축구전용구장,구름많음,25.2℃,3431,4
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,09,토,인천 Utd,성남 FC,인천축구전용경기장,비,12.3℃,2850,4
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,09,토,상주 상무,수원 FC,상주시민운동장,구름조금,24.2℃,1228,4
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,10,일,제주 Utd,수원 삼성,제주월드컵경기장,구름많음,18.8℃,8317,4
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,10,일,포항 스틸러스,전북 현대,포항스틸야드,비,21.1℃,12416,4
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,10,일,전남 드래곤즈,FC 서울,광양전용구장,구름조금,21.5℃,4711,4
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,13,수,수원 삼성,포항 스틸러스,수원월드컵경기장,비,22℃,11600,5
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,13,수,전북 현대,인천 Utd,전주월드컵경기장,비,19.5℃,11176,5
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,13,수,광주 FC,FC 서울,광주축구전용구장,비,20.4℃,2363,5
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,13,수,성남 FC,전남 드래곤즈,탄천종합운동장,비,22℃,5115,5
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,13,수,수원 FC,울산 현대,수원종합운동장,비,22℃,3996,5
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,13,수,제주 Utd,상주 상무,제주월드컵경기장,비,19.6℃,4268,5
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,16,토,전북 현대,성남 FC,전주월드컵경기장,비,20.1℃,8022,6
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,16,토,상주 상무,포항 스틸러스,상주시민운동장,비,21.7℃,971,6
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,16,토,인천 Utd,수원 삼성,인천축구전용경기장,비,20.1℃,3538,6
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,16,토,FC 서울,수원 FC,서울월드컵경기장,비,20.7℃,13190,6
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,17,일,전남 드래곤즈,광주 FC,광양전용구장,비,13.9℃,2107,6
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,17,일,울산 현대,제주 Utd,울산문수축구경기장,비,21.4℃,8319,6
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,23,토,수원 FC,인천 Utd,수원종합운동장,구름많음,21.3℃,3428,7
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,23,토,제주 Utd,성남 FC,제주월드컵경기장,비,20.2℃,4572,7
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,24,일,울산 현대,FC 서울,울산문수축구경기장,구름조금,19.7℃,6244,7
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,24,일,광주 FC,수원 삼성,광주축구전용구장,구름조금,24.9℃,2208,7
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,24,일,상주 상무,전북 현대,상주시민운동장,구름조금,23.3℃,2834,7
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,24,일,포항 스틸러스,전남 드래곤즈,포항스틸야드,구름조금,23.3℃,3815,7
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,30,토,수원 삼성,FC 서울,수원월드컵경기장,구름조금,23.4℃,28109,8
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,30,토,포항 스틸러스,제주 Utd,포항스틸야드,구름조금,25.3℃,4324,8
KLEAGUE,K LEAGUE 1,2016 시즌,2016,04,30,토,전북 현대,수원 FC,전주월드컵경기장,맑음,25.2℃,14023,8
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,01,일,전남 드래곤즈,상주 상무,광양전용구장,맑음,23.8℃,3659,8
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,01,일,인천 Utd,울산 현대,인천축구전용경기장,구름조금,22.4℃,4395,8
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,01,일,성남 FC,광주 FC,탄천종합운동장,구름조금,27.8℃,7478,8
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,05,목,울산 현대,성남 FC,울산문수축구경기장,구름조금,26.3℃,11319,9
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,05,목,인천 Utd,전남 드래곤즈,인천축구전용경기장,비,25.3℃,6268,9
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,05,목,광주 FC,상주 상무,광주축구전용구장,구름많음,26.9℃,5003,9
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,07,토,수원 FC,제주 Utd,수원종합운동장,구름조금,22.6℃,3799,9
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,08,일,수원 삼성,전북 현대,수원월드컵경기장,구름조금,26.5℃,18031,9
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,08,일,FC 서울,포항 스틸러스,서울월드컵경기장,구름조금,26.8℃,17530,9
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,14,토,성남 FC,FC 서울,탄천종합운동장,구름조금,26.7℃,12043,10
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,14,토,울산 현대,포항 스틸러스,울산문수축구경기장,맑음,19.2℃,6983,10
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,14,토,수원 FC,수원 삼성,수원종합운동장,구름조금,26.7℃,11866,10
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,15,일,제주 Utd,전남 드래곤즈,제주월드컵경기장,구름조금,30.4℃,5093,10
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,15,일,상주 상무,인천 Utd,상주시민운동장,비,26.1℃,1937,10
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,21,토,전남 드래곤즈,전북 현대,순천팔마종합운동장,구름조금,29.4℃,5813,10
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,21,토,상주 상무,성남 FC,상주시민운동장,구름조금,28℃,1382,11
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,21,토,수원 삼성,울산 현대,수원월드컵경기장,구름조금,30.3℃,9195,11
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,22,일,인천 Utd,광주 FC,인천축구전용경기장,구름조금,28.5℃,4755,11
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,22,일,포항 스틸러스,수원 FC,포항스틸야드,구름조금,28.1℃,7739,11
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,28,토,성남 FC,인천 Utd,탄천종합운동장,구름조금,27.2℃,7712,11
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,28,토,광주 FC,수원 FC,광주축구전용구장,비,26.9℃,5140,11
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,28,토,제주 Utd,울산 현대,제주월드컵경기장,비,22.2℃,4798,12
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,29,일,전북 현대,상주 상무,전주월드컵경기장,비,25.4℃,16655,12
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,29,일,FC 서울,전남 드래곤즈,서울월드컵경기장,구름조금,27.6℃,15851,12
KLEAGUE,K LEAGUE 1,2016 시즌,2016,05,29,일,포항 스틸러스,수원 삼성,포항스틸야드,구름조금,27.6℃,11624,12
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,04,토,광주 FC,전북 현대,광주축구전용구장,비,22.2℃,2842,12
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,06,월,FC 서울,제주 Utd,서울월드컵경기장,구름많음,28.4℃,17466,12
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,11,토,울산 현대,상주 상무,울산문수축구경기장,구름조금,28.6℃,18255,13
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,11,토,수원 삼성,인천 Utd,수원월드컵경기장,비,29.6℃,12828,13
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,11,토,제주 Utd,광주 FC,제주월드컵경기장,흐림,29.3℃,5339,13
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,12,일,수원 FC,FC 서울,수원종합운동장,비,28℃,4446,13
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,12,일,전남 드래곤즈,포항 스틸러스,광양전용구장,흐림,25.3℃,2968,13
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,12,일,성남 FC,전북 현대,탄천종합운동장,비,28℃,9018,13
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,15,수,포항 스틸러스,성남 FC,포항스틸야드,비,25.3℃,5209,14
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,15,수,전남 드래곤즈,울산 현대,광양전용구장,비,25.8℃,2052,14
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,15,수,FC 서울,광주 FC,서울월드컵경기장,비,24.5℃,5505,14
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,15,수,인천 Utd,수원 FC,인천축구전용경기장,비,23℃,3247,14
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,15,수,전북 현대,수원 삼성,전주월드컵경기장,비,25.5℃,13977,14
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,15,수,상주 상무,제주 Utd,상주시민운동장,비,25.3℃,1086,14
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,18,토,제주 Utd,포항 스틸러스,제주월드컵경기장,비,25.3℃,1919,15
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,18,토,FC 서울,수원 삼성,서울월드컵경기장,맑음,29.9℃,47899,15
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,18,토,인천 Utd,전북 현대,인천축구전용경기장,구름조금,24.6℃,9639,15
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,19,일,상주 상무,전남 드래곤즈,상주시민운동장,구름조금,31.9℃,1661,15
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,19,일,광주 FC,성남 FC,광주축구전용구장,비,31.5℃,3044,15
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,19,일,울산 현대,수원 FC,울산문수축구경기장,비,31℃,9082,15
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,25,토,전남 드래곤즈,인천 Utd,광양전용구장,구름조금,26.2℃,3349,16
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,25,토,포항 스틸러스,FC 서울,포항스틸야드,구름많음,27.9℃,16509,16
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,25,토,수원 삼성,제주 Utd,수원월드컵경기장,맑음,27.7℃,10844,16
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,26,일,성남 FC,울산 현대,탄천종합운동장,맑음,30.7℃,5545,16
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,26,일,광주 FC,전북 현대,광주축구전용구장,맑음,29.7℃,3403,16
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,26,일,수원 FC,상주 상무,수원종합운동장,맑음,30.7℃,3324,16
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,29,수,수원 삼성,광주 FC,수원월드컵경기장,흐림,29℃,8246,17
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,29,수,FC 서울,성남 FC,서울월드컵경기장,구름많음,30.2℃,7865,17
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,29,수,제주 Utd,수원 FC,제주월드컵경기장,비,25.1℃,1850,17
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,29,수,인천 Utd,상주 상무,인천축구전용경기장,구름많음,28.1℃,2922,17
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,29,수,포항 스틸러스,울산 현대,포항스틸야드,흐림,28.1℃,6889,17
KLEAGUE,K LEAGUE 1,2016 시즌,2016,06,29,수,전북 현대,전남 드래곤즈,전주월드컵경기장,흐림,27.5℃,11324,17
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,02,토,울산 현대,수원 삼성,울산문수축구경기장,비,27.3℃,5027,18
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,02,토,전남 드래곤즈,성남 FC,광양전용구장,비,24.9℃,1918,18
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,02,토,상주 상무,FC 서울,상주시민운동장,비,29.5℃,2238,18
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,03,일,인천 Utd,제주 Utd,인천축구전용경기장,구름많음,25.3℃,2829,18
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,03,일,수원 FC,전북 현대,수원종합운동장,구름많음,26.3℃,3619,18
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,03,일,광주 FC,포항 스틸러스,광주축구전용구장,비,23.1℃,926,18
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,09,토,FC 서울,울산 현대,서울월드컵경기장,구름조금,32.7℃,18372,19
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,09,토,전남 드래곤즈,제주 Utd,광양전용구장,구름조금,30.3℃,3379,19
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,09,토,광주 FC,인천 Utd,광주축구전용구장,구름많음,33.8℃,2231,19
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,10,일,전북 현대,포항 스틸러스,전주월드컵경기장,흐림,30.6℃,17829,19
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,10,일,성남 FC,상주 상무,탄천종합운동장,구름많음,33.3℃,6021,19
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,10,일,수원 삼성,수원 FC,수원월드컵경기장,구름많음,33.3℃,18891,19
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,16,토,울산 현대,광주 FC,울산문수축구경기장,비,23.1℃,5165,20
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,16,토,제주 Utd,전북 현대,제주월드컵경기장,흐림,30.9℃,8724,20
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,16,토,수원 FC,전남 드래곤즈,수원종합운동장,비,23.5℃,1512,20
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,17,일,인천 Utd,FC 서울,인천축구전용경기장,비,22.5℃,14246,20
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,17,일,수원 삼성,성남 FC,수원월드컵경기장,비,23.2℃,12086,20
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,17,일,포항 스틸러스,상주 상무,포항스틸야드,비,28.5℃,7274,20
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,20,수,광주 FC,전남 드래곤즈,광주축구전용구장,구름조금,32.7℃,2111,21
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,20,수,상주 상무,수원 삼성,상주시민운동장,구름많음,26.6℃,3392,21
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,20,수,울산 현대,인천 Utd,울산문수축구경기장,구름조금,26.3℃,6642,21
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,20,수,수원 FC,포항 스틸러스,수원종합운동장,구름조금,33.2℃,1711,21
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,20,수,성남 FC,제주 Utd,탄천종합운동장,구름조금,33.2℃,5031,21
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,20,수,FC 서울,전북 현대,서울월드컵경기장,구름조금,32.9℃,18814,21
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,23,토,전남 드래곤즈,수원 삼성,광양전용구장,맑음,32℃,3863,22
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,23,토,상주 상무,광주 FC,상주시민운동장,구름많음,32℃,1192,22
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,23,토,포항 스틸러스,인천 Utd,포항스틸야드,구름많음,32℃,5619,22
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,24,일,성남 FC,수원 FC,탄천종합운동장,흐림,32.5℃,11127,22
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,24,일,제주 Utd,FC 서울,제주월드컵경기장,구름조금,30.9℃,7408,22
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,24,일,전북 현대,울산 현대,전주월드컵경기장,구름조금,33.8℃,21437,22
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,30,토,전북 현대,광주 FC,전주월드컵경기장,구름조금,34.3℃,16648,23
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,30,토,울산 현대,전남 드래곤즈,울산문수축구경기장,비,31.9℃,4505,23
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,30,토,수원 FC,상주 상무,수원종합운동장,비,33.2℃,2360,23
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,31,일,FC 서울,포항 스틸러스,서울월드컵경기장,비,32.8℃,17140,23
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,31,일,인천 Utd,성남 FC,인천축구전용경기장,구름조금,30.6℃,3986,23
KLEAGUE,K LEAGUE 1,2016 시즌,2016,07,31,일,수원 삼성,제주 Utd,수원월드컵경기장,구름조금,33.7℃,8517,23
KLEAGUE,K LEAGUE 1,2016 시즌,2016,08,03,수,성남 FC,FC 서울,탄천종합운동장,구름조금,34.7℃,5779,24
KLEAGUE,K LEAGUE 1,2016 시즌,2016,08,03,수,전북 현대,울산 현대,전주월드컵경기장,구름많음,31.1℃,15236,24
KLEAGUE,K LEAGUE 1,2016 시즌,2016,08,10,수,제주 Utd,포항 스틸러스,제주월드컵경기장,맑음,31.9℃,2397,24
KLEAGUE,K LEAGUE 1,2016 시즌,2016,08,10,수,상주 상무,FC 서울,상주시민운동장,구름조금,35.5℃,1598,24
